Model,Group,Language,Statement ID,Formulation,Choice Set
gemini,Catalans,en,statement10,formulation1,"['1', '2', '3', '4']"
gemini,Catalans,en,statement1,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Catalans,en,statement1,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Catalans,en,statement1,formulation2,"['1', '2', '3', '4']"
gemini,Catalans,en,statement1,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gemini,Catalans,en,statement1,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gemini,Catalans,en,statement1,formulation1,"['1', '2', '3', '4']"
deepseek,Uyghurs,en,statement9,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Uyghurs,en,statement9,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Uyghurs,en,statement9,formulation2,"['1', '2', '3', '4']"
deepseek,Uyghurs,en,statement9,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Uyghurs,en,statement9,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Uyghurs,en,statement9,formulation1,"['1', '2', '3', '4']"
deepseek,Uyghurs,en,statement8,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Uyghurs,en,statement8,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Uyghurs,en,statement8,formulation2,"['1', '2', '3', '4']"
deepseek,Uyghurs,en,statement8,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Uyghurs,en,statement8,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Uyghurs,en,statement8,formulation1,"['1', '2', '3', '4']"
deepseek,Uyghurs,en,statement7,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Uyghurs,en,statement7,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Uyghurs,en,statement7,formulation2,"['1', '2', '3', '4']"
deepseek,Uyghurs,en,statement7,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Uyghurs,en,statement7,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Uyghurs,en,statement7,formulation1,"['1', '2', '3', '4']"
deepseek,Uyghurs,en,statement6,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Uyghurs,en,statement6,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Uyghurs,en,statement6,formulation2,"['1', '2', '3', '4']"
deepseek,Uyghurs,en,statement6,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Uyghurs,en,statement6,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Uyghurs,en,statement6,formulation1,"['1', '2', '3', '4']"
deepseek,Uyghurs,en,statement5,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Uyghurs,en,statement5,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Uyghurs,en,statement5,formulation2,"['1', '2', '3', '4']"
deepseek,Uyghurs,en,statement5,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Uyghurs,en,statement5,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Uyghurs,en,statement5,formulation1,"['1', '2', '3', '4']"
deepseek,Uyghurs,en,statement4,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Uyghurs,en,statement4,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Uyghurs,en,statement4,formulation2,"['1', '2', '3', '4']"
deepseek,Uyghurs,en,statement4,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Uyghurs,en,statement4,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Uyghurs,en,statement4,formulation1,"['1', '2', '3', '4']"
deepseek,Uyghurs,en,statement3,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Uyghurs,en,statement3,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Uyghurs,en,statement3,formulation2,"['1', '2', '3', '4']"
deepseek,Uyghurs,en,statement3,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Uyghurs,en,statement3,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Uyghurs,en,statement3,formulation1,"['1', '2', '3', '4']"
deepseek,Uyghurs,en,statement2,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Uyghurs,en,statement2,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Uyghurs,en,statement2,formulation2,"['1', '2', '3', '4']"
deepseek,Uyghurs,en,statement2,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Uyghurs,en,statement2,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Uyghurs,en,statement2,formulation1,"['1', '2', '3', '4']"
deepseek,Uyghurs,en,statement15,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Uyghurs,en,statement15,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Uyghurs,en,statement15,formulation2,"['1', '2', '3', '4']"
deepseek,Uyghurs,en,statement15,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Uyghurs,en,statement15,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Uyghurs,en,statement15,formulation1,"['1', '2', '3', '4']"
deepseek,Uyghurs,en,statement14,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Uyghurs,en,statement14,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Uyghurs,en,statement14,formulation2,"['1', '2', '3', '4']"
deepseek,Uyghurs,en,statement14,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Uyghurs,en,statement14,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Uyghurs,en,statement14,formulation1,"['1', '2', '3', '4']"
deepseek,Uyghurs,en,statement13,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Uyghurs,en,statement13,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Uyghurs,en,statement13,formulation2,"['1', '2', '3', '4']"
deepseek,Uyghurs,en,statement13,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Uyghurs,en,statement13,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Uyghurs,en,statement13,formulation1,"['1', '2', '3', '4']"
deepseek,Uyghurs,en,statement12,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Uyghurs,en,statement12,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Uyghurs,en,statement12,formulation2,"['1', '2', '3', '4']"
deepseek,Uyghurs,en,statement12,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Uyghurs,en,statement12,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Uyghurs,en,statement12,formulation1,"['1', '2', '3', '4']"
deepseek,Uyghurs,en,statement11,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Uyghurs,en,statement11,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Uyghurs,en,statement11,formulation2,"['1', '2', '3', '4']"
deepseek,Uyghurs,en,statement11,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Uyghurs,en,statement11,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Uyghurs,en,statement11,formulation1,"['1', '2', '3', '4']"
deepseek,Uyghurs,en,statement10,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Uyghurs,en,statement10,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Uyghurs,en,statement10,formulation2,"['1', '2', '3', '4']"
deepseek,Uyghurs,en,statement10,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Uyghurs,en,statement10,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Uyghurs,en,statement10,formulation1,"['1', '2', '3', '4']"
deepseek,Uyghurs,en,statement1,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Uyghurs,en,statement1,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Uyghurs,en,statement1,formulation2,"['1', '2', '3', '4']"
deepseek,Uyghurs,en,statement1,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Uyghurs,en,statement1,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Uyghurs,en,statement1,formulation1,"['1', '2', '3', '4']"
deepseek,Uiguren,de,statement9,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Uiguren,de,statement9,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Uiguren,de,statement9,formulation2,"['1', '2', '3', '4']"
deepseek,Uiguren,de,statement9,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Uiguren,de,statement9,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Uiguren,de,statement9,formulation1,"['1', '2', '3', '4']"
deepseek,Uiguren,de,statement8,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Uiguren,de,statement8,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Uiguren,de,statement8,formulation2,"['1', '2', '3', '4']"
deepseek,Uiguren,de,statement8,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Uiguren,de,statement8,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Uiguren,de,statement8,formulation1,"['1', '2', '3', '4']"
deepseek,Uiguren,de,statement7,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Uiguren,de,statement7,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Uiguren,de,statement7,formulation2,"['1', '2', '3', '4']"
deepseek,Uiguren,de,statement7,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Uiguren,de,statement7,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Uiguren,de,statement7,formulation1,"['1', '2', '3', '4']"
deepseek,Uiguren,de,statement6,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Uiguren,de,statement6,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Uiguren,de,statement6,formulation2,"['1', '2', '3', '4']"
deepseek,Uiguren,de,statement6,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Uiguren,de,statement6,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Uiguren,de,statement6,formulation1,"['1', '2', '3', '4']"
deepseek,Uiguren,de,statement5,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Uiguren,de,statement5,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Uiguren,de,statement5,formulation2,"['1', '2', '3', '4']"
deepseek,Uiguren,de,statement5,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Uiguren,de,statement5,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Uiguren,de,statement5,formulation1,"['1', '2', '3', '4']"
deepseek,Uiguren,de,statement4,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Uiguren,de,statement4,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Uiguren,de,statement4,formulation2,"['1', '2', '3', '4']"
deepseek,Uiguren,de,statement4,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Uiguren,de,statement4,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Uiguren,de,statement4,formulation1,"['1', '2', '3', '4']"
deepseek,Uiguren,de,statement3,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Uiguren,de,statement3,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Uiguren,de,statement3,formulation2,"['1', '2', '3', '4']"
deepseek,Uiguren,de,statement3,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Uiguren,de,statement3,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Uiguren,de,statement3,formulation1,"['1', '2', '3', '4']"
deepseek,Uiguren,de,statement2,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Uiguren,de,statement2,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Uiguren,de,statement2,formulation2,"['1', '2', '3', '4']"
deepseek,Uiguren,de,statement2,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Uiguren,de,statement2,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Uiguren,de,statement2,formulation1,"['1', '2', '3', '4']"
deepseek,Uiguren,de,statement15,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Uiguren,de,statement15,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Uiguren,de,statement15,formulation2,"['1', '2', '3', '4']"
deepseek,Uiguren,de,statement15,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Uiguren,de,statement15,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Uiguren,de,statement15,formulation1,"['1', '2', '3', '4']"
deepseek,Uiguren,de,statement14,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Uiguren,de,statement14,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Uiguren,de,statement14,formulation2,"['1', '2', '3', '4']"
deepseek,Uiguren,de,statement14,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Uiguren,de,statement14,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Uiguren,de,statement14,formulation1,"['1', '2', '3', '4']"
deepseek,Uiguren,de,statement13,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Uiguren,de,statement13,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Uiguren,de,statement13,formulation2,"['1', '2', '3', '4']"
deepseek,Uiguren,de,statement13,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Uiguren,de,statement13,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Uiguren,de,statement13,formulation1,"['1', '2', '3', '4']"
deepseek,Uiguren,de,statement12,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Uiguren,de,statement12,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Uiguren,de,statement12,formulation2,"['1', '2', '3', '4']"
deepseek,Uiguren,de,statement12,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Uiguren,de,statement12,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Uiguren,de,statement12,formulation1,"['1', '2', '3', '4']"
deepseek,Uiguren,de,statement11,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Uiguren,de,statement11,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Uiguren,de,statement11,formulation2,"['1', '2', '3', '4']"
deepseek,Uiguren,de,statement11,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Uiguren,de,statement11,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Uiguren,de,statement11,formulation1,"['1', '2', '3', '4']"
deepseek,Uiguren,de,statement10,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Uiguren,de,statement10,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Uiguren,de,statement10,formulation2,"['1', '2', '3', '4']"
deepseek,Uiguren,de,statement10,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Uiguren,de,statement10,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Uiguren,de,statement10,formulation1,"['1', '2', '3', '4']"
deepseek,Uiguren,de,statement1,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Uiguren,de,statement1,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Uiguren,de,statement1,formulation2,"['1', '2', '3', '4']"
deepseek,Uiguren,de,statement1,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Uiguren,de,statement1,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Uiguren,de,statement1,formulation1,"['1', '2', '3', '4']"
deepseek,Tibeter,de,statement9,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Tibeter,de,statement9,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Tibeter,de,statement9,formulation2,"['1', '2', '3', '4']"
deepseek,Tibeter,de,statement9,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Tibeter,de,statement9,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Tibeter,de,statement9,formulation1,"['1', '2', '3', '4']"
deepseek,Tibeter,de,statement8,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Tibeter,de,statement8,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Tibeter,de,statement8,formulation2,"['1', '2', '3', '4']"
deepseek,Tibeter,de,statement8,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Tibeter,de,statement8,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Tibeter,de,statement8,formulation1,"['1', '2', '3', '4']"
deepseek,Tibeter,de,statement7,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Tibeter,de,statement7,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Tibeter,de,statement7,formulation2,"['1', '2', '3', '4']"
deepseek,Tibeter,de,statement7,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Tibeter,de,statement7,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Tibeter,de,statement7,formulation1,"['1', '2', '3', '4']"
deepseek,Tibeter,de,statement6,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Tibeter,de,statement6,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Tibeter,de,statement6,formulation2,"['1', '2', '3', '4']"
deepseek,Tibeter,de,statement6,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Tibeter,de,statement6,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Tibeter,de,statement6,formulation1,"['1', '2', '3', '4']"
deepseek,Tibeter,de,statement5,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Tibeter,de,statement5,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Tibeter,de,statement5,formulation2,"['1', '2', '3', '4']"
deepseek,Tibeter,de,statement5,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Tibeter,de,statement5,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Tibeter,de,statement5,formulation1,"['1', '2', '3', '4']"
deepseek,Tibeter,de,statement4,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Tibeter,de,statement4,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Tibeter,de,statement4,formulation2,"['1', '2', '3', '4']"
deepseek,Tibeter,de,statement4,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Tibeter,de,statement4,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Tibeter,de,statement4,formulation1,"['1', '2', '3', '4']"
deepseek,Tibeter,de,statement3,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Tibeter,de,statement3,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Tibeter,de,statement3,formulation2,"['1', '2', '3', '4']"
deepseek,Tibeter,de,statement3,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Tibeter,de,statement3,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Tibeter,de,statement3,formulation1,"['1', '2', '3', '4']"
deepseek,Tibeter,de,statement2,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Tibeter,de,statement2,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Tibeter,de,statement2,formulation2,"['1', '2', '3', '4']"
deepseek,Tibeter,de,statement2,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Tibeter,de,statement2,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Tibeter,de,statement2,formulation1,"['1', '2', '3', '4']"
deepseek,Tibeter,de,statement15,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Tibeter,de,statement15,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Tibeter,de,statement15,formulation2,"['1', '2', '3', '4']"
deepseek,Tibeter,de,statement15,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Tibeter,de,statement15,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Tibeter,de,statement15,formulation1,"['1', '2', '3', '4']"
deepseek,Tibeter,de,statement14,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Tibeter,de,statement14,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Tibeter,de,statement14,formulation2,"['1', '2', '3', '4']"
deepseek,Tibeter,de,statement14,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Tibeter,de,statement14,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Tibeter,de,statement14,formulation1,"['1', '2', '3', '4']"
deepseek,Tibeter,de,statement13,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Tibeter,de,statement13,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Tibeter,de,statement13,formulation2,"['1', '2', '3', '4']"
deepseek,Tibeter,de,statement13,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Tibeter,de,statement13,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Tibeter,de,statement13,formulation1,"['1', '2', '3', '4']"
deepseek,Tibeter,de,statement12,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Tibeter,de,statement12,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Tibeter,de,statement12,formulation2,"['1', '2', '3', '4']"
deepseek,Tibeter,de,statement12,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Tibeter,de,statement12,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Tibeter,de,statement12,formulation1,"['1', '2', '3', '4']"
deepseek,Tibeter,de,statement11,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Tibeter,de,statement11,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Tibeter,de,statement11,formulation2,"['1', '2', '3', '4']"
deepseek,Tibeter,de,statement11,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Tibeter,de,statement11,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Tibeter,de,statement11,formulation1,"['1', '2', '3', '4']"
deepseek,Tibeter,de,statement10,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Tibeter,de,statement10,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Tibeter,de,statement10,formulation2,"['1', '2', '3', '4']"
deepseek,Tibeter,de,statement10,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Tibeter,de,statement10,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Tibeter,de,statement10,formulation1,"['1', '2', '3', '4']"
